feature,gain
feature_1342,0.0
feature_1341,0.0
feature_1340,0.0
feature_1339,0.0
feature_1338,0.0
feature_1337,0.0
feature_1336,0.0
feature_1335,0.0
feature_1346,0.0
feature_1383,0.0
feature_1382,0.0
feature_1381,0.0
feature_1380,0.0
feature_1379,0.0
feature_1378,0.0
feature_1377,0.0
feature_1376,0.0
feature_1375,0.0
feature_1374,0.0
feature_1373,0.0
feature_1359,0.0
feature_1371,0.0
feature_1370,0.0
feature_1369,0.0
feature_1368,0.0
feature_1367,0.0
feature_1366,0.0
feature_1365,0.0
feature_1364,0.0
feature_1363,0.0
feature_1362,0.0
feature_1361,0.0
feature_1360,0.0
feature_1372,0.0
feature_1307,0.0
feature_1306,0.0
feature_1305,0.0
feature_1304,0.0
feature_1303,0.0
feature_1302,0.0
feature_1301,0.0
feature_1300,0.0
feature_1299,0.0
feature_1298,0.0
feature_1297,0.0
feature_1334,0.0
feature_1295,0.0
feature_1294,0.0
feature_1292,0.0
feature_1291,0.0
feature_1290,0.0
feature_1289,0.0
feature_1288,0.0
feature_1287,0.0
feature_1286,0.0
feature_1284,0.0
feature_1283,0.0
feature_1282,0.0
feature_1296,0.0
feature_1333,0.0
feature_1332,0.0
feature_1331,0.0
feature_1330,0.0
feature_1329,0.0
feature_1328,0.0
feature_1327,0.0
feature_1326,0.0
feature_1325,0.0
feature_1324,0.0
feature_1323,0.0
feature_1309,0.0
feature_1321,0.0
feature_1320,0.0
feature_1319,0.0
feature_1318,0.0
feature_1317,0.0
feature_1316,0.0
feature_1315,0.0
feature_1314,0.0
feature_1313,0.0
feature_1312,0.0
feature_1311,0.0
feature_1310,0.0
feature_1322,0.0
feature_1466,0.0
feature_1465,0.0
feature_1464,0.0
feature_1463,0.0
feature_1462,0.0
feature_1461,0.0
feature_1460,0.0
feature_1459,0.0
feature_1458,0.0
feature_1457,0.0
feature_1456,0.0
feature_1385,0.0
feature_1454,0.0
feature_1453,0.0
feature_1452,0.0
feature_1451,0.0
feature_1450,0.0
feature_1449,0.0
feature_1448,0.0
feature_1447,0.0
feature_1446,0.0
feature_1445,0.0
feature_1444,0.0
feature_1455,0.0
feature_1492,0.0
feature_1491,0.0
feature_1490,0.0
feature_1489,0.0
feature_1488,0.0
feature_1487,0.0
feature_1486,0.0
feature_1485,0.0
feature_1484,0.0
feature_1483,0.0
feature_1482,0.0
feature_1467,0.0
feature_1480,0.0
feature_1479,0.0
feature_1478,0.0
feature_1477,0.0
feature_1476,0.0
feature_1475,0.0
feature_1474,0.0
feature_1472,0.0
feature_1471,0.0
feature_1470,0.0
feature_1469,0.0
feature_1468,0.0
feature_1481,0.0
feature_1413,0.0
feature_1411,0.0
feature_1410,0.0
feature_1409,0.0
feature_1408,0.0
feature_1407,0.0
feature_1406,0.0
feature_1405,0.0
feature_1404,0.0
feature_1403,0.0
feature_1402,0.0
feature_1443,0.0
feature_1398,0.0
feature_1397,0.0
feature_1396,0.0
feature_1394,0.0
feature_1393,0.0
feature_1392,0.0
feature_1391,0.0
feature_1390,0.0
feature_1389,0.0
feature_1388,0.0
feature_1387,0.0
feature_1386,0.0
feature_1400,0.0
feature_1442,0.0
feature_1441,0.0
feature_1440,0.0
feature_1439,0.0
feature_1438,0.0
feature_1436,0.0
feature_1434,0.0
feature_1433,0.0
feature_1432,0.0
feature_1431,0.0
feature_1430,0.0
feature_1414,0.0
feature_1428,0.0
feature_1427,0.0
feature_1426,0.0
feature_1425,0.0
feature_1424,0.0
feature_1423,0.0
feature_1421,0.0
feature_1420,0.0
feature_1419,0.0
feature_1418,0.0
feature_1417,0.0
feature_1416,0.0
feature_1429,0.0
feature_0286,0.0
feature_0285,0.0
feature_0284,0.0
feature_0283,0.0
feature_0282,0.0
feature_0281,0.0
feature_0280,0.0
feature_0278,0.0
feature_0277,0.0
feature_0276,0.0
feature_0275,0.0
feature_0851,0.0
feature_0273,0.0
feature_0272,0.0
feature_0271,0.0
feature_0270,0.0
feature_0269,0.0
feature_0268,0.0
feature_0267,0.0
feature_0266,0.0
feature_0265,0.0
feature_0264,0.0
feature_0263,0.0
feature_0274,0.0
feature_0313,0.0
feature_0312,0.0
feature_0311,0.0
feature_0310,0.0
feature_0309,0.0
feature_0308,0.0
feature_0307,0.0
feature_0306,0.0
feature_0304,0.0
feature_0303,0.0
feature_0301,0.0
feature_0287,0.0
feature_0299,0.0
feature_0298,0.0
feature_0297,0.0
feature_0296,0.0
feature_0295,0.0
feature_0294,0.0
feature_0293,0.0
feature_0292,0.0
feature_0291,0.0
feature_0290,0.0
feature_0289,0.0
feature_0288,0.0
feature_0300,0.0
feature_0235,0.0
feature_0234,0.0
feature_0233,0.0
feature_0231,0.0
feature_0230,0.0
feature_0229,0.0
feature_0228,0.0
feature_0227,0.0
feature_0226,0.0
feature_0225,0.0
feature_0224,0.0
feature_0262,0.0
feature_0222,0.0
feature_0221,0.0
feature_0220,0.0
feature_0219,0.0
feature_0218,0.0
feature_0216,0.0
feature_0215,0.0
feature_0214,0.0
feature_0213,0.0
feature_0212,0.0
feature_0211,0.0
feature_0223,0.0
feature_0261,0.0
feature_0260,0.0
feature_0259,0.0
feature_0258,0.0
feature_0257,0.0
feature_0256,0.0
feature_0255,0.0
feature_0254,0.0
feature_0253,0.0
feature_0252,0.0
feature_0251,0.0
feature_0236,0.0
feature_0249,0.0
feature_0248,0.0
feature_0247,0.0
feature_0245,0.0
feature_0244,0.0
feature_0243,0.0
feature_0242,0.0
feature_0241,0.0
feature_0240,0.0
feature_0239,0.0
feature_0238,0.0
feature_0237,0.0
feature_0250,0.0
feature_0390,0.0
feature_0389,0.0
feature_0388,0.0
feature_0387,0.0
feature_0386,0.0
feature_0385,0.0
feature_0384,0.0
feature_0383,0.0
feature_0382,0.0
feature_0381,0.0
feature_0380,0.0
feature_0314,0.0
feature_0378,0.0
feature_0377,0.0
feature_0376,0.0
feature_0375,0.0
feature_0374,0.0
feature_0373,0.0
feature_0372,0.0
feature_0371,0.0
feature_0370,0.0
feature_0368,0.0
feature_0367,0.0
feature_0379,0.0
feature_0417,0.0
feature_0416,0.0
feature_0415,0.0
feature_0414,0.0
feature_0413,0.0
feature_0411,0.0
feature_0410,0.0
feature_0409,0.0
feature_0408,0.0
feature_0407,0.0
feature_0406,0.0
feature_0391,0.0
feature_0404,0.0
feature_0403,0.0
feature_0402,0.0
feature_0401,0.0
feature_0400,0.0
feature_0399,0.0
feature_0398,0.0
feature_0397,0.0
feature_0396,0.0
feature_0395,0.0
feature_0393,0.0
feature_0392,0.0
feature_0405,0.0
feature_0338,0.0
feature_0337,0.0
feature_0336,0.0
feature_0335,0.0
feature_0334,0.0
feature_0333,0.0
feature_0332,0.0
feature_0331,0.0
feature_0330,0.0
feature_0329,0.0
feature_0328,0.0
feature_0366,0.0
feature_0326,0.0
feature_0325,0.0
feature_0324,0.0
feature_0323,0.0
feature_0322,0.0
feature_0321,0.0
feature_0320,0.0
feature_0319,0.0
feature_0318,0.0
feature_0317,0.0
feature_0316,0.0
feature_0315,0.0
feature_0327,0.0
feature_0365,0.0
feature_0364,0.0
feature_0362,0.0
feature_0361,0.0
feature_0360,0.0
feature_0359,0.0
feature_0357,0.0
feature_0356,0.0
feature_0355,0.0
feature_0354,0.0
feature_0353,0.0
feature_0339,0.0
feature_0351,0.0
feature_0350,0.0
feature_0349,0.0
feature_0348,0.0
feature_0347,0.0
feature_0346,0.0
feature_0345,0.0
feature_0344,0.0
feature_0343,0.0
feature_0342,0.0
feature_0341,0.0
feature_0340,0.0
feature_0352,0.0
feature_0077,0.0
feature_0076,0.0
feature_0075,0.0
feature_0074,0.0
feature_0073,0.0
feature_0072,0.0
feature_0071,0.0
feature_0070,0.0
feature_0069,0.0
feature_0067,0.0
feature_0066,0.0
feature_0210,0.0
feature_0064,0.0
feature_0063,0.0
feature_0062,0.0
feature_0061,0.0
feature_0060,0.0
feature_0059,0.0
feature_0058,0.0
feature_0057,0.0
feature_0056,0.0
feature_0055,0.0
feature_0054,0.0
feature_0065,0.0
feature_0102,0.0
feature_0101,0.0
feature_0100,0.0
feature_0099,0.0
feature_0098,0.0
feature_0097,0.0
feature_0096,0.0
feature_0095,0.0
feature_0094,0.0
feature_0093,0.0
feature_0092,0.0
feature_0078,0.0
feature_0090,0.0
feature_0089,0.0
feature_0088,0.0
feature_0087,0.0
feature_0086,0.0
feature_0085,0.0
feature_0084,0.0
feature_0083,0.0
feature_0082,0.0
feature_0081,0.0
feature_0080,0.0
feature_0079,0.0
feature_0091,0.0
feature_0027,0.0
feature_0025,0.0
feature_0024,0.0
feature_0021,0.0
feature_0020,0.0
feature_0019,0.0
feature_0018,0.0
feature_0017,0.0
feature_0016,0.0
feature_0015,0.0
feature_0014,0.0
feature_0053,0.0
feature_0012,0.0
feature_0002,0.0
feature_0010,0.0
feature_0009,0.0
feature_0008,0.0
feature_0007,0.0
feature_0006,0.0
feature_0005,0.0
feature_0004,0.0
feature_6571,0.0
feature_0035,0.0
feature_6539,0.0
feature_0013,0.0
feature_0052,0.0
feature_0051,0.0
feature_0050,0.0
feature_0049,0.0
feature_0048,0.0
feature_0047,0.0
feature_0046,0.0
feature_0045,0.0
feature_0044,0.0
feature_0043,0.0
feature_0042,0.0
feature_0028,0.0
feature_0040,0.0
feature_0039,0.0
feature_0038,0.0
feature_0037,0.0
feature_0036,0.0
feature_0011,0.0
feature_0034,0.0
feature_0033,0.0
feature_0032,0.0
feature_0031,0.0
feature_0030,0.0
feature_0029,0.0
feature_0041,0.0
feature_0181,0.0
feature_0180,0.0
feature_0179,0.0
feature_0178,0.0
feature_0177,0.0
feature_0176,0.0
feature_0175,0.0
feature_0174,0.0
feature_0173,0.0
feature_0172,0.0
feature_0171,0.0
feature_0103,0.0
feature_0168,0.0
feature_0167,0.0
feature_0166,0.0
feature_0165,0.0
feature_0164,0.0
feature_0163,0.0
feature_0162,0.0
feature_0161,0.0
feature_0160,0.0
feature_0159,0.0
feature_0158,0.0
feature_0170,0.0
feature_0209,0.0
feature_0208,0.0
feature_0207,0.0
feature_0206,0.0
feature_0205,0.0
feature_0204,0.0
feature_0203,0.0
feature_0202,0.0
feature_0201,0.0
feature_0200,0.0
feature_0199,0.0
feature_0182,0.0
feature_0197,0.0
feature_0196,0.0
feature_0195,0.0
feature_0193,0.0
feature_0191,0.0
feature_0190,0.0
feature_0189,0.0
feature_0188,0.0
feature_0186,0.0
feature_0185,0.0
feature_0184,0.0
feature_0183,0.0
feature_0198,0.0
feature_0130,0.0
feature_0129,0.0
feature_0128,0.0
feature_0127,0.0
feature_0126,0.0
feature_0124,0.0
feature_0123,0.0
feature_0122,0.0
feature_0121,0.0
feature_0120,0.0
feature_0119,0.0
feature_0157,0.0
feature_0117,0.0
feature_0116,0.0
feature_0115,0.0
feature_0114,0.0
feature_0113,0.0
feature_0110,0.0
feature_0109,0.0
feature_0108,0.0
feature_0107,0.0
feature_0106,0.0
feature_0105,0.0
feature_0104,0.0
feature_0118,0.0
feature_0156,0.0
feature_0155,0.0
feature_0153,0.0
feature_0152,0.0
feature_0151,0.0
feature_0150,0.0
feature_0149,0.0
feature_0148,0.0
feature_0147,0.0
feature_0146,0.0
feature_0145,0.0
feature_0131,0.0
feature_0143,0.0
feature_0142,0.0
feature_0141,0.0
feature_0140,0.0
feature_0139,0.0
feature_0138,0.0
feature_0137,0.0
feature_0136,0.0
feature_0135,0.0
feature_0134,0.0
feature_0133,0.0
feature_0132,0.0
feature_0144,0.0
feature_0717,0.0
feature_0716,0.0
feature_0714,0.0
feature_0712,0.0
feature_0711,0.0
feature_0710,0.0
feature_0709,0.0
feature_0708,0.0
feature_0707,0.0
feature_0706,0.0
feature_0705,0.0
feature_0420,0.0
feature_0703,0.0
feature_0702,0.0
feature_0701,0.0
feature_0700,0.0
feature_0699,0.0
feature_0698,0.0
feature_0697,0.0
feature_0696,0.0
feature_0695,0.0
feature_0694,0.0
feature_0693,0.0
feature_0704,0.0
feature_0743,0.0
feature_0742,0.0
feature_0741,0.0
feature_0740,0.0
feature_0739,0.0
feature_0738,0.0
feature_0737,0.0
feature_0736,0.0
feature_0735,0.0
feature_0734,0.0
feature_0733,0.0
feature_0718,0.0
feature_0731,0.0
feature_0730,0.0
feature_0729,0.0
feature_0728,0.0
feature_0727,0.0
feature_0725,0.0
feature_0724,0.0
feature_0723,0.0
feature_0722,0.0
feature_0721,0.0
feature_0720,0.0
feature_0719,0.0
feature_0732,0.0
feature_0664,0.0
feature_0663,0.0
feature_0662,0.0
feature_0661,0.0
feature_0660,0.0
feature_0659,0.0
feature_0658,0.0
feature_0657,0.0
feature_0656,0.0
feature_0655,0.0
feature_0653,0.0
feature_0692,0.0
feature_0650,0.0
feature_0648,0.0
feature_0647,0.0
feature_0646,0.0
feature_0645,0.0
feature_0644,0.0
feature_0643,0.0
feature_0641,0.0
feature_0640,0.0
feature_0639,0.0
feature_0638,0.0
feature_0652,0.0
feature_0691,0.0
feature_0690,0.0
feature_0689,0.0
feature_0688,0.0
feature_0687,0.0
feature_0686,0.0
feature_0685,0.0
feature_0684,0.0
feature_0683,0.0
feature_0682,0.0
feature_0681,0.0
feature_0665,0.0
feature_0679,0.0
feature_0678,0.0
feature_0677,0.0
feature_0676,0.0
feature_0675,0.0
feature_0674,0.0
feature_0673,0.0
feature_0672,0.0
feature_0671,0.0
feature_0670,0.0
feature_0669,0.0
feature_0667,0.0
feature_0680,0.0
feature_0824,0.0
feature_0823,0.0
feature_0822,0.0
feature_0821,0.0
feature_0820,0.0
feature_0819,0.0
feature_0818,0.0
feature_0817,0.0
feature_0816,0.0
feature_0815,0.0
feature_0814,0.0
feature_0744,0.0
feature_0812,0.0
feature_0811,0.0
feature_0810,0.0
feature_0809,0.0
feature_0808,0.0
feature_0807,0.0
feature_0806,0.0
feature_0805,0.0
feature_0803,0.0
feature_0802,0.0
feature_0801,0.0
feature_0813,0.0
feature_0850,0.0
feature_0849,0.0
feature_0848,0.0
feature_0847,0.0
feature_0846,0.0
feature_0845,0.0
feature_0844,0.0
feature_0843,0.0
feature_0842,0.0
feature_0841,0.0
feature_0840,0.0
feature_0825,0.0
feature_0838,0.0
feature_0837,0.0
feature_0836,0.0
feature_0835,0.0
feature_0834,0.0
feature_0833,0.0
feature_0832,0.0
feature_0830,0.0
feature_0829,0.0
feature_0828,0.0
feature_0827,0.0
feature_0826,0.0
feature_0839,0.0
feature_0770,0.0
feature_0769,0.0
feature_0768,0.0
feature_0767,0.0
feature_0765,0.0
feature_0764,0.0
feature_0763,0.0
feature_0762,0.0
feature_0761,0.0
feature_0760,0.0
feature_0759,0.0
feature_0800,0.0
feature_0757,0.0
feature_0756,0.0
feature_0755,0.0
feature_0754,0.0
feature_0753,0.0
feature_0752,0.0
feature_0751,0.0
feature_0750,0.0
feature_0749,0.0
feature_0748,0.0
feature_0747,0.0
feature_0745,0.0
feature_0758,0.0
feature_0799,0.0
feature_0798,0.0
feature_0796,0.0
feature_0795,0.0
feature_0794,0.0
feature_0792,0.0
feature_0791,0.0
feature_0790,0.0
feature_0789,0.0
feature_0787,0.0
feature_0786,0.0
feature_0771,0.0
feature_0783,0.0
feature_0782,0.0
feature_0781,0.0
feature_0780,0.0
feature_0779,0.0
feature_0778,0.0
feature_0777,0.0
feature_0776,0.0
feature_0775,0.0
feature_0774,0.0
feature_0773,0.0
feature_0772,0.0
feature_0784,0.0
feature_0496,0.0
feature_0495,0.0
feature_0494,0.0
feature_0493,0.0
feature_0492,0.0
feature_0491,0.0
feature_0490,0.0
feature_0489,0.0
feature_0488,0.0
feature_0487,0.0
feature_0486,0.0
feature_0637,0.0
feature_0484,0.0
feature_0483,0.0
feature_0481,0.0
feature_0480,0.0
feature_0479,0.0
feature_0478,0.0
feature_0477,0.0
feature_0476,0.0
feature_0475,0.0
feature_0474,0.0
feature_0473,0.0
feature_0485,0.0
feature_0523,0.0
feature_0522,0.0
feature_0521,0.0
feature_0520,0.0
feature_0519,0.0
feature_0518,0.0
feature_0517,0.0
feature_0516,0.0
feature_0515,0.0
feature_0514,0.0
feature_0513,0.0
feature_0497,0.0
feature_0511,0.0
feature_0510,0.0
feature_0509,0.0
feature_0508,0.0
feature_0507,0.0
feature_0506,0.0
feature_0505,0.0
feature_0504,0.0
feature_0502,0.0
feature_0501,0.0
feature_0500,0.0
feature_0498,0.0
feature_0512,0.0
feature_0445,0.0
feature_0444,0.0
feature_0443,0.0
feature_0442,0.0
feature_0441,0.0
feature_0440,0.0
feature_0439,0.0
feature_0438,0.0
feature_0437,0.0
feature_0436,0.0
feature_0435,0.0
feature_0472,0.0
feature_0433,0.0
feature_0432,0.0
feature_0431,0.0
feature_0430,0.0
feature_0429,0.0
feature_0428,0.0
feature_0426,0.0
feature_0425,0.0
feature_0424,0.0
feature_0423,0.0
feature_0422,0.0
feature_0421,0.0
feature_0434,0.0
feature_0471,0.0
feature_0470,0.0
feature_0469,0.0
feature_0468,0.0
feature_0467,0.0
feature_0466,0.0
feature_0465,0.0
feature_0464,0.0
feature_0463,0.0
feature_0462,0.0
feature_0461,0.0
feature_0446,0.0
feature_0459,0.0
feature_0458,0.0
feature_0457,0.0
feature_0455,0.0
feature_0454,0.0
feature_0453,0.0
feature_0452,0.0
feature_0451,0.0
feature_0450,0.0
feature_0449,0.0
feature_0448,0.0
feature_0447,0.0
feature_0460,0.0
feature_0608,0.0
feature_0606,0.0
feature_0604,0.0
feature_0603,0.0
feature_0600,0.0
feature_0599,0.0
feature_0598,0.0
feature_0597,0.0
feature_0594,0.0
feature_0593,0.0
feature_0592,0.0
feature_0524,0.0
feature_0589,0.0
feature_0588,0.0
feature_0587,0.0
feature_0586,0.0
feature_0585,0.0
feature_0584,0.0
feature_0583,0.0
feature_0582,0.0
feature_0581,0.0
feature_0580,0.0
feature_0579,0.0
feature_0590,0.0
feature_0636,0.0
feature_0635,0.0
feature_0633,0.0
feature_0632,0.0
feature_0631,0.0
feature_0630,0.0
feature_0629,0.0
feature_0627,0.0
feature_0626,0.0
feature_0625,0.0
feature_0624,0.0
feature_0609,0.0
feature_0622,0.0
feature_0621,0.0
feature_0620,0.0
feature_0619,0.0
feature_0618,0.0
feature_0617,0.0
feature_0615,0.0
feature_0614,0.0
feature_0613,0.0
feature_0612,0.0
feature_0611,0.0
feature_0610,0.0
feature_0623,0.0
feature_0550,0.0
feature_0549,0.0
feature_0546,0.0
feature_0545,0.0
feature_0544,0.0
feature_0543,0.0
feature_0542,0.0
feature_0541,0.0
feature_0540,0.0
feature_0539,0.0
feature_0538,0.0
feature_0578,0.0
feature_0536,0.0
feature_0535,0.0
feature_0534,0.0
feature_0533,0.0
feature_0532,0.0
feature_0531,0.0
feature_0530,0.0
feature_0529,0.0
feature_0528,0.0
feature_0527,0.0
feature_0526,0.0
feature_0525,0.0
feature_0537,0.0
feature_0577,0.0
feature_0576,0.0
feature_0575,0.0
feature_0573,0.0
feature_0572,0.0
feature_0571,0.0
feature_0570,0.0
feature_0569,0.0
feature_0568,0.0
feature_0567,0.0
feature_0566,0.0
feature_0551,0.0
feature_0563,0.0
feature_0562,0.0
feature_0561,0.0
feature_0560,0.0
feature_0559,0.0
feature_0558,0.0
feature_0557,0.0
feature_0556,0.0
feature_0555,0.0
feature_0554,0.0
feature_0553,0.0
feature_0552,0.0
feature_0565,0.0
feature_2867,0.0
feature_2866,0.0
feature_2865,0.0
feature_2864,0.0
feature_2863,0.0
feature_2862,0.0
feature_2861,0.0
feature_2859,0.0
feature_2858,0.0
feature_2857,0.0
feature_2856,0.0
feature_1707,0.0
feature_2854,0.0
feature_2853,0.0
feature_2852,0.0
feature_2850,0.0
feature_2849,0.0
feature_2848,0.0
feature_2847,0.0
feature_2846,0.0
feature_2845,0.0
feature_2844,0.0
feature_2843,0.0
feature_2855,0.0
feature_2894,0.0
feature_2893,0.0
feature_2892,0.0
feature_2891,0.0
feature_2890,0.0
feature_2889,0.0
feature_2888,0.0
feature_2885,0.0
feature_2884,0.0
feature_2883,0.0
feature_2882,0.0
feature_2868,0.0
feature_2880,0.0
feature_2879,0.0
feature_2878,0.0
feature_2877,0.0
feature_2876,0.0
feature_2875,0.0
feature_2874,0.0
feature_2873,0.0
feature_2872,0.0
feature_2871,0.0
feature_2870,0.0
feature_2869,0.0
feature_2881,0.0
feature_2808,0.0
feature_2807,0.0
feature_2806,0.0
feature_2805,0.0
feature_2803,0.0
feature_2802,0.0
feature_2801,0.0
feature_2799,0.0
feature_2798,0.0
feature_2797,0.0
feature_2795,0.0
feature_2842,0.0
feature_2793,0.0
feature_2792,0.0
feature_2791,0.0
feature_2790,0.0
feature_2789,0.0
feature_2788,0.0
feature_2786,0.0
feature_2785,0.0
feature_2783,0.0
feature_2782,0.0
feature_2781,0.0
feature_2794,0.0
feature_2839,0.0
feature_2838,0.0
feature_2837,0.0
feature_2836,0.0
feature_2835,0.0
feature_2834,0.0
feature_2832,0.0
feature_2830,0.0
feature_2829,0.0
feature_2828,0.0
feature_2827,0.0
feature_2809,0.0
feature_2824,0.0
feature_2823,0.0
feature_2822,0.0
feature_2821,0.0
feature_2820,0.0
feature_2819,0.0
feature_2818,0.0
feature_2817,0.0
feature_2816,0.0
feature_2814,0.0
feature_2812,0.0
feature_2811,0.0
feature_2826,0.0
feature_2976,0.0
feature_2975,0.0
feature_2974,0.0
feature_2973,0.0
feature_2972,0.0
feature_2971,0.0
feature_2970,0.0
feature_2969,0.0
feature_2968,0.0
feature_2966,0.0
feature_2965,0.0
feature_2895,0.0
feature_2963,0.0
feature_2962,0.0
feature_2961,0.0
feature_2960,0.0
feature_2959,0.0
feature_2958,0.0
feature_2957,0.0
feature_2956,0.0
feature_2955,0.0
feature_2954,0.0
feature_2953,0.0
feature_2964,0.0
feature_3003,0.0
feature_3002,0.0
feature_3001,0.0
feature_3000,0.0
feature_2999,0.0
feature_2998,0.0
feature_2997,0.0
feature_2995,0.0
feature_2994,0.0
feature_2993,0.0
feature_2992,0.0
feature_2977,0.0
feature_2990,0.0
feature_2988,0.0
feature_2987,0.0
feature_2986,0.0
feature_2985,0.0
feature_2984,0.0
feature_2983,0.0
feature_2982,0.0
feature_2981,0.0
feature_2980,0.0
feature_2979,0.0
feature_2978,0.0
feature_2991,0.0
feature_2922,0.0
feature_2921,0.0
feature_2920,0.0
feature_2919,0.0
feature_2918,0.0
feature_2917,0.0
feature_2916,0.0
feature_2915,0.0
feature_2914,0.0
feature_2913,0.0
feature_2911,0.0
feature_2952,0.0
feature_2909,0.0
feature_2908,0.0
feature_2907,0.0
feature_2906,0.0
feature_2905,0.0
feature_2904,0.0
feature_2903,0.0
feature_2902,0.0
feature_2901,0.0
feature_2898,0.0
feature_2897,0.0
feature_2896,0.0
feature_2910,0.0
feature_2951,0.0
feature_2950,0.0
feature_2949,0.0
feature_2948,0.0
feature_2947,0.0
feature_2946,0.0
feature_2945,0.0
feature_2944,0.0
feature_2943,0.0
feature_2942,0.0
feature_2941,0.0
feature_2923,0.0
feature_2939,0.0
feature_2938,0.0
feature_2937,0.0
feature_2936,0.0
feature_2935,0.0
feature_2933,0.0
feature_2932,0.0
feature_2931,0.0
feature_2929,0.0
feature_2928,0.0
feature_2927,0.0
feature_2926,0.0
feature_2940,0.0
feature_2641,0.0
feature_2640,0.0
feature_2639,0.0
feature_2638,0.0
feature_2637,0.0
feature_2636,0.0
feature_2635,0.0
feature_2634,0.0
feature_2633,0.0
feature_2632,0.0
feature_2631,0.0
feature_2780,0.0
feature_2628,0.0
feature_2627,0.0
feature_2625,0.0
feature_2624,0.0
feature_2623,0.0
feature_2622,0.0
feature_2621,0.0
feature_2620,0.0
feature_2619,0.0
feature_2618,0.0
feature_2617,0.0
feature_2630,0.0
feature_2668,0.0
feature_2667,0.0
feature_2666,0.0
feature_2665,0.0
feature_2664,0.0
feature_2663,0.0
feature_2662,0.0
feature_2661,0.0
feature_2660,0.0
feature_2659,0.0
feature_2658,0.0
feature_2643,0.0
feature_2656,0.0
feature_2655,0.0
feature_2653,0.0
feature_2652,0.0
feature_2651,0.0
feature_2650,0.0
feature_2649,0.0
feature_2648,0.0
feature_2647,0.0
feature_2646,0.0
feature_2645,0.0
feature_2644,0.0
feature_2657,0.0
feature_2589,0.0
feature_2588,0.0
feature_2586,0.0
feature_2585,0.0
feature_2584,0.0
feature_2583,0.0
feature_2582,0.0
feature_2581,0.0
feature_2580,0.0
feature_2579,0.0
feature_2578,0.0
feature_2616,0.0
feature_2576,0.0
feature_2575,0.0
feature_2574,0.0
feature_2573,0.0
feature_2572,0.0
feature_2571,0.0
feature_2570,0.0
feature_2568,0.0
feature_2567,0.0
feature_2565,0.0
feature_2564,0.0
feature_2563,0.0
feature_2577,0.0
feature_2615,0.0
feature_2614,0.0
feature_2613,0.0
feature_2612,0.0
feature_2611,0.0
feature_2610,0.0
feature_2609,0.0
feature_2608,0.0
feature_2606,0.0
feature_2605,0.0
feature_2604,0.0
feature_2590,0.0
feature_2602,0.0
feature_2601,0.0
feature_2600,0.0
feature_2599,0.0
feature_2598,0.0
feature_2597,0.0
feature_2596,0.0
feature_2595,0.0
feature_2594,0.0
feature_2593,0.0
feature_2592,0.0
feature_2591,0.0
feature_2603,0.0
feature_2750,0.0
feature_2749,0.0
feature_2748,0.0
feature_2747,0.0
feature_2744,0.0
feature_2743,0.0
feature_2742,0.0
feature_2741,0.0
feature_2740,0.0
feature_2739,0.0
feature_2738,0.0
feature_2669,0.0
feature_2736,0.0
feature_2735,0.0
feature_2734,0.0
feature_2733,0.0
feature_2731,0.0
feature_2730,0.0
feature_2729,0.0
feature_2728,0.0
feature_2727,0.0
feature_2726,0.0
feature_2725,0.0
feature_2737,0.0
feature_2778,0.0
feature_2777,0.0
feature_2776,0.0
feature_2775,0.0
feature_2773,0.0
feature_2772,0.0
feature_2771,0.0
feature_2770,0.0
feature_2769,0.0
feature_2768,0.0
feature_2767,0.0
feature_2751,0.0
feature_2765,0.0
feature_2764,0.0
feature_2763,0.0
feature_2760,0.0
feature_2759,0.0
feature_2758,0.0
feature_2757,0.0
feature_2756,0.0
feature_2755,0.0
feature_2754,0.0
feature_2753,0.0
feature_2752,0.0
feature_2766,0.0
feature_2696,0.0
feature_2695,0.0
feature_2694,0.0
feature_2693,0.0
feature_2692,0.0
feature_2691,0.0
feature_2689,0.0
feature_2688,0.0
feature_2687,0.0
feature_2686,0.0
feature_2684,0.0
feature_2724,0.0
feature_2682,0.0
feature_2681,0.0
feature_2680,0.0
feature_2679,0.0
feature_2678,0.0
feature_2677,0.0
feature_2675,0.0
feature_2674,0.0
feature_2673,0.0
feature_2672,0.0
feature_2671,0.0
feature_2670,0.0
feature_2683,0.0
feature_2723,0.0
feature_2722,0.0
feature_2721,0.0
feature_2720,0.0
feature_2719,0.0
feature_2718,0.0
feature_2717,0.0
feature_2716,0.0
feature_2715,0.0
feature_2714,0.0
feature_2713,0.0
feature_2697,0.0
feature_2711,0.0
feature_2710,0.0
feature_2708,0.0
feature_2707,0.0
feature_2705,0.0
feature_2704,0.0
feature_2703,0.0
feature_2702,0.0
feature_2701,0.0
feature_2700,0.0
feature_2699,0.0
feature_2698,0.0
feature_2712,0.0
feature_3301,0.0
feature_3299,0.0
feature_0003,0.0
feature_3297,0.0
feature_3296,0.0
feature_3294,0.0
feature_3293,0.0
feature_3292,0.0
feature_3291,0.0
feature_3290,0.0
feature_3289,0.0
feature_3004,0.0
feature_3287,0.0
feature_3286,0.0
feature_3285,0.0
feature_3284,0.0
feature_3283,0.0
feature_3282,0.0
feature_3281,0.0
feature_3280,0.0
feature_3279,0.0
feature_3277,0.0
feature_3276,0.0
feature_3288,0.0
feature_3327,0.0
feature_3326,0.0
feature_3325,0.0
feature_3324,0.0
feature_3323,0.0
feature_3322,0.0
feature_3321,0.0
